epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.9836542839095705,0.3553080616762027,0.912821284362248,0.13994856564477307
1,0.001,0.5448019834501403,0.5557201475477773,0.9376544881434667,0.013297305041331527
2,0.001,0.287863473345836,0.6820852308705867,0.838864498195194,0.10390668646409744
3,0.001,0.2034238475419226,0.7452005602904402,0.29378391961966244,0.6553298451733293
4,0.001,0.14610269820051533,0.8046741433445043,0.20681307943803923,0.7466071861436694
5,0.001,0.10658504496372881,0.8504916237471425,0.13669100856142385,0.8175469322649414
6,0.001,0.08805259914980049,0.8743693549104159,0.16556421418984732,0.8017435458692057
7,0.001,0.08460113546323209,0.8778117914104682,0.2091664778334754,0.7561507780232721
8,0.001,0.07898366183397315,0.8830884971562827,0.22251105157747156,0.7420583685752999
9,0.001,0.07473662622450362,0.8891222437145757,0.1806046101486399,0.7549461117790212
10,0.001,0.07336905023881367,0.887994434829649,0.241047520678313,0.7189201126368537
11,0.001,0.056373877477433,0.9147179836775845,0.18926981446288882,0.7800757672333427
12,0.001,0.051944466591590924,0.9213368635280792,0.17772278349314416,0.777756660785738
13,0.001,0.05017943743261553,0.9223983278763247,0.19675155294438204,0.7696293646169392
14,0.001,0.05094694260153033,0.9207769353853493,0.26818483424860806,0.6821112827986576
15,0.001,0.0555574056027191,0.9151505616302954,0.18333667259485947,0.7495186492219622
16,0.001,0.06521196658057826,0.89826145023442,0.20473556424535455,0.7572713344132209
17,0.001,0.0493358511743801,0.9230348600611493,0.18721316235938243,0.782823730175477
18,0.001,0.041751660291282904,0.9348480012627534,0.1702307460031339,0.7938286523571948
19,0.001,0.039232350788300945,0.9386016995196361,0.21386871265158766,0.742116902687142
20,0.001,0.050763174793904735,0.9200784407262421,0.1969118549355439,0.7724674503440803
21,0.001,0.04121657168226583,0.9350609716421285,0.11753547080748138,0.8369107750623335
22,0.001,0.03754172947789942,0.9408238549584272,0.1367236472488869,0.8095440561470714
23,0.001,0.047730587804246515,0.9249592438652714,0.12623691031088433,0.8209983262386986
24,0.001,0.03874925175415618,0.9387087938422369,0.13190926633597838,0.8245064533388069
25,0.001,0.03572295901942111,0.9434968952363083,0.1349299813044213,0.8223048686924441
26,0.001,0.036080936533177184,0.9426249087886344,0.13880820235326177,0.8253505812770163
27,0.001,0.035066193918741884,0.9445481444124899,0.18778044176066205,0.7749577227482537
28,0.001,0.03388437209207387,0.9461935267572544,0.13394566412482942,0.8190338657480887
29,0.001,0.03282026131415651,0.9477736773621849,0.18434619668516375,0.7835704644894916
30,0.001,0.034129721786649456,0.9451485282804596,0.19017967493051574,0.770711834088742
31,0.001,0.03322802058288029,0.9468349979977696,0.18773027110312665,0.7563712066735075
32,0.001,0.03197908082178661,0.9488522833211039,0.18316791477125316,0.778867696972138
33,0.001,0.03582318014066134,0.9434593361556712,0.16215493343770504,0.7932931199595077
34,0.001,0.034990232118538446,0.9439167183470543,0.15879502364744744,0.8029763833817496
35,0.001,0.03163641518247979,0.9494342088491591,0.1465412380972079,0.812204352263636
36,0.001,0.03001265637133093,0.9518312487423081,0.14234837543751513,0.8131862794398843
37,0.001,0.031127421358334167,0.9499314013713962,0.14983118808872642,0.7904885911410128
38,0.001,0.03137501980222407,0.949818229935517,0.1278419557604052,0.8198788568615201
39,0.001,0.031681045512890534,0.948958066225557,0.12434812785968893,0.8315463923255768
40,0.001,0.03176808264106512,0.9487512564160675,0.19236640516845954,0.7646461527952338
