image_id,iou
0,0.7193331681529406
1,0.7051597058841285
2,0.7056131059850324
3,0.7048092875981775
4,0.7377125559335836
5,0.7436965076481692
6,0.7376599640364261
7,0.7300696165953973
8,0.7200000006187847
9,0.7053318831222376
10,0.6958117450435845
11,0.7037351449411394
12,0.7186272488761066
13,0.78960145703095
14,0.8822244292309346
15,0.8886265252093142
16,0.8745819400323636
17,0.8943930323092124
18,0.9162021220712064
19,0.9166968491186221
20,0.920297748873824
21,0.9255377828175441
22,0.9243556221061718
23,0.9232943838611112
24,0.9227657936772615
25,0.9099703851728127
26,0.9146688339807623
27,0.9105946400531938
28,0.9012105492840239
29,0.8932279912116751
30,0.9220306049987113
31,0.9205535624793604
32,0.9161920262647355
33,0.9117561686160924
34,0.9145460260303298
35,0.9107997268940543
