epoch,train_loss,train_iou,val_loss,val_iou
1,0.09727548876599897,0.37485189398212126,0.05653800216636488,0.026619182391471794
2,0.00957973084656433,0.8737096893800887,0.07699812797918207,0.0022693249737095996
3,0.006049074127804488,0.9065571743764456,0.06236791473236822,0.07090639205869033
4,0.004494998410033683,0.9253333225706563,0.06767571353841395,0.04997178162736902
5,0.00379065632476427,0.933847160615567,0.07880505391707023,0.023600214695390847
6,0.003313264941763399,0.9399190774770827,0.061065370394360455,0.105532432193812
7,0.003364523451697702,0.9374572251271124,0.05301138929401835,0.11628704675139784
8,0.0028594030286296316,0.9458430123060229,0.05843165754118845,0.11514822498995905
9,0.0026196687789966483,0.9496145837795865,0.046198847326671795,0.22408996200060027
10,0.0025032800963215,0.9510142989754543,0.06190580533196529,0.11332663757251593
11,0.002372415318885552,0.9531239278678941,0.053008992779290394,0.21598600996355258
12,0.002266533062876468,0.9548855471116413,0.05853797242577587,0.1482386668955434
13,0.002182896801830447,0.9560565774539599,0.08260572639604409,0.036015958598027926
14,0.002103393206267529,0.9574765110792373,0.060985447750205084,0.14967450132111032
15,0.0020459080200886264,0.9582246284687398,0.06397500026616312,0.11923217916625328
16,0.0019870362191882337,0.9591827336452408,0.0590643413542282,0.1776973472382336
17,0.0019198243453588692,0.960615414873488,0.07265336709540515,0.07591581537094265
18,0.0018645263069109726,0.9614469463904706,0.06643880903720856,0.1317115181852216
19,0.0018239823526181723,0.9621260206675304,0.06749966066508066,0.12711793284076803
20,0.0018132384098689294,0.962072261158187,0.06610072266665243,0.14925852721010213
21,0.0017856460919747838,0.9624894620663884,0.06896315572694653,0.12878883132457605
22,0.0016989462625046838,0.9644988172354311,0.07457521531198706,0.0869704880921091
23,0.0016595347446300799,0.9652381616053896,0.06514017450224076,0.16446953236042589
24,0.0016299515143535766,0.9657747123151917,0.08265151580174764,0.06326573539506938
25,0.0015853470481011927,0.9665425200443656,0.08305466813700539,0.06727960543546632
26,0.0015517448111841943,0.9674213178941977,0.08959555860963606,0.04265612047393859
27,0.001522359898704703,0.9679078785960143,0.06824026412020127,0.15627748829283394
28,0.0015023933283546719,0.9681539179925176,0.0744388151381697,0.11480616646843854
29,0.0015541196615751168,0.9667957263537521,0.0659715894698387,0.1800664252818431
30,0.0014937554201294135,0.9680210812556399,0.07452278907987334,0.11647278371586847
31,0.0014614063077412235,0.9689008976679199,0.0783719393380341,0.09892720641803818
32,0.0014021706652350813,0.970169135404767,0.07021154804776113,0.15418332450837036
33,0.001384629399815042,0.9705676275008345,0.08174729325054657,0.08940565348237847
34,0.0013638982531293073,0.970975128521597,0.07925763863715388,0.10729749955859814
35,0.0013365775927446694,0.9716407221899725,0.0746979077479669,0.1501734041975685
36,0.0013078091516425566,0.9723425032022788,0.07444498395281178,0.15259196108291373
37,0.0012826244012796365,0.9727179228592047,0.08549413754649106,0.08164678554338553
38,0.001258669055615818,0.9730657665037159,0.07947007779564176,0.12336715109820014
39,0.001237278924409544,0.9736005984851933,0.08172789171692871,0.12537049871486594
40,0.0012309384565534337,0.9737408171102432,0.0852949625945517,0.10981859919106049
41,0.0012202543236309706,0.9739190509115617,0.07296291437177431,0.1801943261639783
42,0.0011908354521784489,0.9745708006892962,0.07671696470961684,0.16308142791743593
43,0.0011757234281893553,0.9749378963448747,0.08734266663945857,0.10244562834066809
44,0.0011767730191682597,0.9748635629051734,0.07845953754371121,0.14899268041705907
45,0.00114172979443711,0.9756770240494795,0.07574998897810777,0.17134974919539225
46,0.0011346549522602885,0.9757259318688488,0.07074127740980614,0.21160210043392236
47,0.0011032958137331575,0.9765849324751888,0.08649812430320751,0.1159368760326312
48,0.0010874220669696419,0.9769715876459093,0.07873779162764549,0.15524694703495764
49,0.0011020318776163982,0.976415866736885,0.07677358552990925,0.17962399126653997
50,0.0010819376216940804,0.9769826389240588,0.06504956590721295,0.27334272056316655
51,0.0010622212914140185,0.9773649289777221,0.07056517464419206,0.23142500669534918
52,0.0011244082159551215,0.976000814917215,0.08178987704394829,0.16336397998222735
53,0.00115529624433423,0.9750164140680052,0.0782177508586929,0.17210594026424536
54,0.0010684248468827546,0.9771470329713262,0.08115600461938552,0.16060279440424663
55,0.0010330442321165242,0.9779497373581816,0.07338856945612601,0.209067196227884
56,0.00099273952322879,0.9790919886075284,0.08283990484085821,0.15284739878194809
57,0.000970537391549442,0.979555686806082,0.07638174956220956,0.18826502410144047
58,0.00098387081532218,0.9791976879506463,0.08070364035665989,0.17785723615357105
59,0.0009411266172676169,0.9802791809731256,0.08027069048867339,0.18466233327594422
60,0.0009258468293756734,0.9807556938464269,0.08285850818668093,0.1616268680947545
